"Y1","Y2","T1","T2","S","Date","G","P","RR","GP","R","TS","W","Total.traps","meanAOI","Nummosquito.per.1000.traps","Totalrain","Meantemp"
11,8,"12","2020","New Territories East",2020-12-01,0.00741666666666667,-20.9217419354839,-25.9538709677419,23.6958064516129,12.9032258064516,-24.7374516129032,-20.0922258064516,1430,0.00741666666666667,8,1.5,17.2408602150538
11,6,"12","2020","New Territories West",2020-12-01,0.0059375,-20.9217419354839,-25.9538709677419,23.6958064516129,12.9032258064516,-24.7374516129032,-20.0922258064516,1870,0.0059375,6,0.25,17.5451612903226
4,1,"01","2021","Hong Kong Island & Kowloon",2021-01-01,0.00108680584073527,-23.364064516129,-28.3501290322581,22.7833548387097,12.2165806451613,-25.8803225806452,-20.2718387096774,3740,0.00108680584073527,1,0,16
2,1,"01","2021","New Territories East",2021-01-01,0.00150887573964497,-23.364064516129,-28.3501290322581,22.7833548387097,12.2165806451613,-25.8803225806452,-20.2718387096774,1430,0.00150887573964497,1,0,15.310752688172
0,0,"01","2021","New Territories West",2021-01-01,0,-23.364064516129,-28.3501290322581,22.7833548387097,12.2165806451613,-25.8803225806452,-20.2718387096774,1870,0,0,0,15.6774193548387
4,1,"02","2021","Hong Kong Island & Kowloon",2021-02-01,0.00106323105747613,-21.13775,-24.7193928571429,26.8673214285714,10.93375,-21.9948928571429,-24.1224285714286,3740,0.00106323105747613,1,66.925,19.2595238095238
3,2,"02","2021","New Territories East",2021-02-01,0.00202141582969402,-21.13775,-24.7193928571429,26.8673214285714,10.93375,-21.9948928571429,-24.1224285714286,1430,0.00202141582969402,2,43,18.8488095238095
7,4,"02","2021","New Territories West",2021-02-01,0.00353067470989406,-21.13775,-24.7193928571429,26.8673214285714,10.93375,-21.9948928571429,-24.1224285714286,1870,0.00353067470989406,4,64.125,19.1342857142857
80,23,"03","2021","Hong Kong Island & Kowloon",2021-03-01,0.021375523588065,-19.9815161290323,-17.7557741935484,25.9032903225806,7.62216129032258,-14.4009677419355,-9.35487096774193,3740,0.021375523588065,23,7.325,21.8462365591398
51,37,"03","2021","New Territories East",2021-03-01,0.0358441509589493,-19.9815161290323,-17.7557741935484,25.9032903225806,7.62216129032258,-14.4009677419355,-9.35487096774193,1430,0.0358441509589493,37,18,21.5838709677419
73,41,"03","2021","New Territories West",2021-03-01,0.0392925961657016,-19.9815161290323,-17.7557741935484,25.9032903225806,7.62216129032258,-14.4009677419355,-9.35487096774193,1870,0.0392925961657016,41,11.25,21.7922580645161
168,51,"04","2021","Hong Kong Island & Kowloon",2021-04-01,0.0449405020597626,-13.0571,-14.1904666666667,30.6809666666667,7.619,-11.1381666666667,-12.2333666666667,3740,0.0449405020597626,51,32.675,23.8477777777778
127,100,"04","2021","New Territories East",2021-04-01,0.0890300944071133,-13.0571,-14.1904666666667,30.6809666666667,7.619,-11.1381666666667,-12.2333666666667,1430,0.0890300944071133,100,25.8333333333333,23.77
78,48,"04","2021","New Territories West",2021-04-01,0.0419778505251739,-13.0571,-14.1904666666667,30.6809666666667,7.619,-11.1381666666667,-12.2333666666667,1870,0.0419778505251739,48,27.875,24.1093333333333
384,126,"05","2021","Hong Kong Island & Kowloon",2021-05-01,0.102721116510582,-15.5621935483871,-10.8802258064516,38.6497419354839,6.52990322580645,-6.91716129032258,-6.00922580645161,3740,0.102721116510582,126,79.275,28.6870967741935
186,172,"05","2021","New Territories East",2021-05-01,0.130307020011434,-15.5621935483871,-10.8802258064516,38.6497419354839,6.52990322580645,-6.91716129032258,-6.00922580645161,1430,0.130307020011434,172,89.5,28.8440860215054
173,108,"05","2021","New Territories West",2021-05-01,0.0923538193603902,-15.5621935483871,-10.8802258064516,38.6497419354839,6.52990322580645,-6.91716129032258,-6.00922580645161,1870,0.0923538193603902,108,70.375,28.8948387096774
506,166,"06","2021","Hong Kong Island & Kowloon",2021-06-01,0.135178185109089,-20.4857333333333,-9.1905,40.5095,6.4144,-6.7619,-3.56676666666667,3740,0.135178185109089,166,576.65,28.5277777777778
290,298,"06","2021","New Territories East",2021-06-01,0.202629263118439,-20.4857333333333,-9.1905,40.5095,6.4144,-6.7619,-3.56676666666667,1430,0.202629263118439,298,366.5,28.4933333333333
283,216,"06","2021","New Territories West",2021-06-01,0.151291814651377,-20.4857333333333,-9.1905,40.5095,6.4144,-6.7619,-3.56676666666667,1870,0.151291814651377,216,257.25,28.6646666666667
281,85,"07","2021","Hong Kong Island & Kowloon",2021-07-01,0.0752352941176471,-19.8571935483871,-7.10138709677419,38.2534838709677,6.35022580645161,-6.24890322580645,-5.3731935483871,3740,0.0752352941176471,85,371.475,29.4841577060932
123,109,"07","2021","New Territories East",2021-07-01,0.0861538461538462,-19.8571935483871,-7.10138709677419,38.2534838709677,6.35022580645161,-6.24890322580645,-5.3731935483871,1430,0.0861538461538462,109,375.666666666667,29.3258064516129
101,62,"07","2021","New Territories West",2021-07-01,0.0539411764705882,-19.8571935483871,-7.10138709677419,38.2534838709677,6.35022580645161,-6.24890322580645,-5.3731935483871,1870,0.0539411764705882,62,219.125,29.3184086021505
313,96,"08","2021","Hong Kong Island & Kowloon",2021-08-01,0.0836764705882353,-20.5575806451613,-3.70974193548387,40.046064516129,5.66354838709677,-3.68677419354839,-3.175,3740,0.0836764705882353,96,341.65,28.5655913978495
138,116,"08","2021","New Territories East",2021-08-01,0.0967692307692308,-20.5575806451613,-3.70974193548387,40.046064516129,5.66354838709677,-3.68677419354839,-3.175,1430,0.0967692307692308,116,463.333333333333,28.4462365591398
165,96,"08","2021","New Territories West",2021-08-01,0.0884117647058824,-20.5575806451613,-3.70974193548387,40.046064516129,5.66354838709677,-3.68677419354839,-3.175,1870,0.0884117647058824,96,240.125,28.2684562211982
208,62,"09","2021","Hong Kong Island & Kowloon",2021-09-01,0.0555588235294118,-17.038,-2.22376666666667,41.7667,4.93816666666667,-1.56193333333333,-1.219,3740,0.0555588235294118,62,67.8,29.5255555555556
101,79,"09","2021","New Territories East",2021-09-01,0.0709230769230769,-17.038,-2.22376666666667,41.7667,4.93816666666667,-1.56193333333333,-1.219,1430,0.0709230769230769,79,125.333333333333,29.0944444444444
88,51,"09","2021","New Territories West",2021-09-01,0.0471176470588235,-17.038,-2.22376666666667,41.7667,4.93816666666667,-1.56193333333333,-1.219,1870,0.0471176470588235,51,63.25,29.1
107,30,"10","2021","Hong Kong Island & Kowloon",2021-10-01,0.0285882352941176,-19.1567419354839,-4.53916129032258,42.0322258064516,7.13367741935484,-5.94467741935484,-5.36864516129032,3740,0.0285882352941176,30,640.325,25.9021505376344
42,35,"10","2021","New Territories East",2021-10-01,0.0294615384615385,-19.1567419354839,-4.53916129032258,42.0322258064516,7.13367741935484,-5.94467741935484,-5.36864516129032,1430,0.0294615384615385,35,576.833333333333,25.0688172043011
44,24,"10","2021","New Territories West",2021-10-01,0.0232941176470588,-19.1567419354839,-4.53916129032258,42.0322258064516,7.13367741935484,-5.94467741935484,-5.36864516129032,1870,0.0232941176470588,24,395.875,25.2793548387097
70,21,"11","2021","Hong Kong Island & Kowloon",2021-11-01,0.0187647058823529,-7.18566666666667,-0.0286,43.5904666666667,3.79983333333333,0.818966666666667,4.6047,3740,0.0187647058823529,21,2.825,22.0877777777778
31,24,"11","2021","New Territories East",2021-11-01,0.0217692307692308,-7.18566666666667,-0.0286,43.5904666666667,3.79983333333333,0.818966666666667,4.6047,1430,0.0217692307692308,24,4.66666666666667,21.1033333333333
46,28,"11","2021","New Territories West",2021-11-01,0.0244117647058824,-7.18566666666667,-0.0286,43.5904666666667,3.79983333333333,0.818966666666667,4.6047,1870,0.0244117647058824,28,3.75,21.68
8,2,"12","2021","Hong Kong Island & Kowloon",2021-12-01,0.00205882352941176,-5.34096774193548,1.58067741935484,50.0230322580645,4.25354838709677,1.61290322580645,1.80651612903226,3740,0.00205882352941176,2,19.1,18.758064516129
0,0,"12","2021","New Territories East",2021-12-01,0,-5.34096774193548,1.58067741935484,50.0230322580645,4.25354838709677,1.61290322580645,1.80651612903226,1430,0,0,27.8333333333333,17.6709677419355
0,0,"12","2021","New Territories West",2021-12-01,0,-5.34096774193548,1.58067741935484,50.0230322580645,4.25354838709677,1.61290322580645,1.80651612903226,1870,0,0,33.25,18.241935483871
8,2,"01","2022","Hong Kong Island & Kowloon",2022-01-01,0.00217647058823529,-13.5022580645161,-9.57612903225806,49.6128064516129,8.67287096774194,-7.22583870967742,-2.64983870967742,3740,0.00217647058823529,2,4.125,17.8666666666667
4,3,"01","2022","New Territories East",2022-01-01,0.00284615384615385,-13.5022580645161,-9.57612903225806,49.6128064516129,8.67287096774194,-7.22583870967742,-2.64983870967742,1430,0.00284615384615385,3,8.33333333333333,17.2860215053763
3,2,"01","2022","New Territories West",2022-01-01,0.00176470588235294,-13.5022580645161,-9.57612903225806,49.6128064516129,8.67287096774194,-7.22583870967742,-2.64983870967742,1870,0.00176470588235294,2,6.25,17.840489432703
4,1,"02","2022","Hong Kong Island & Kowloon",2022-02-01,0.001,-28.4898571428571,-27.7601428571429,35.9489642857143,18.1173214285714,-28.4591428571429,-30.2550714285714,3740,0.001,1,168.775,15.2738095238095
0,0,"02","2022","New Territories East",2022-02-01,0,-28.4898571428571,-27.7601428571429,35.9489642857143,18.1173214285714,-28.4591428571429,-30.2550714285714,1430,0,0,183.833333333333,14.4404761904762
2,1,"02","2022","New Territories West",2022-02-01,0.00117647058823529,-28.4898571428571,-27.7601428571429,35.9489642857143,18.1173214285714,-28.4591428571429,-30.2550714285714,1870,0.00117647058823529,1,124.5,14.9080357142857
11,3,"03","2022","Hong Kong Island & Kowloon",2022-03-01,0.00297058823529412,-46.0000322580645,-40.9907741935484,9.10593548387097,20.5852580645161,-36.7742903225806,-33.9908387096774,3740,0.00297058823529412,3,82,21.4032258064516
5,3,"03","2022","New Territories East",2022-03-01,0.00361538461538462,-46.0000322580645,-40.9907741935484,9.10593548387097,20.5852580645161,-36.7742903225806,-33.9908387096774,1430,0.00361538461538462,3,119,21.2698924731183
6,4,"03","2022","New Territories West",2022-03-01,0.00294117647058824,-46.0000322580645,-40.9907741935484,9.10593548387097,20.5852580645161,-36.7742903225806,-33.9908387096774,1870,0.00294117647058824,4,66.125,21.3741935483871
79,23,"04","2022","Hong Kong Island & Kowloon",2022-04-01,0.0210882352941176,-36.519,-27.3762666666667,14.3143666666667,13.5809333333333,-21.5809333333333,-21.6761,3740,0.0210882352941176,23,4.625,23.4133333333333
48,38,"04","2022","New Territories East",2022-04-01,0.0333846153846154,-36.519,-27.3762666666667,14.3143666666667,13.5809333333333,-21.5809333333333,-21.6761,1430,0.0333846153846154,38,14.5,23.2233333333333
35,19,"04","2022","New Territories West",2022-04-01,0.0187058823529412,-36.519,-27.3762666666667,14.3143666666667,13.5809333333333,-21.5809333333333,-21.6761,1870,0.0187058823529412,19,3.75,24.2475632183908
358,117,"05","2022","Hong Kong Island & Kowloon",2022-05-01,0.0958235294117647,-38.3225806451613,-16.3962903225806,13.7188387096774,7.85722580645161,-11.5668064516129,-9.1151935483871,3740,0.0958235294117647,117,455.05,24.8559139784946
212,190,"05","2022","New Territories East",2022-05-01,0.148307692307692,-38.3225806451613,-16.3962903225806,13.7188387096774,7.85722580645161,-11.5668064516129,-9.1151935483871,1430,0.148307692307692,190,521.833333333333,24.594623655914
179,116,"05","2022","New Territories West",2022-05-01,0.0956470588235294,-38.3225806451613,-16.3962903225806,13.7188387096774,7.85722580645161,-11.5668064516129,-9.1151935483871,1870,0.0956470588235294,116,373.5,24.7516129032258
728,273,"06","2022","Hong Kong Island & Kowloon",2022-06-01,0.194647058823529,-38.8191,-14.8048,10.0857666666667,6.82396666666667,-9.3381,-0.1667,3740,0.194647058823529,273,351.325,28.2111111111111
375,424,"06","2022","New Territories East",2022-06-01,0.262461538461538,-38.8191,-14.8048,10.0857666666667,6.82396666666667,-9.3381,-0.1667,1430,0.262461538461538,424,361.666666666667,28.3265079365079
373,305,"06","2022","New Territories West",2022-06-01,0.199352941176471,-38.8191,-14.8048,10.0857666666667,6.82396666666667,-9.3381,-0.1667,1870,0.199352941176471,305,242.75,28.058
351,110,"07","2022","Hong Kong Island & Kowloon",2022-07-01,0.0938235294117647,-40.059935483871,-15.4838064516129,9.75574193548387,7.94932258064516,-11.7235483870968,-1.91241935483871,3740,0.0938235294117647,110,139.825,29.8193548387097
188,146,"07","2022","New Territories East",2022-07-01,0.131769230769231,-40.059935483871,-15.4838064516129,9.75574193548387,7.94932258064516,-11.7235483870968,-1.91241935483871,1430,0.131769230769231,146,199.666666666667,29.9150537634409
143,89,"07","2022","New Territories West",2022-07-01,0.0764117647058824,-40.059935483871,-15.4838064516129,9.75574193548387,7.94932258064516,-11.7235483870968,-1.91241935483871,1870,0.0764117647058824,89,122,29.6625806451613
252,74,"08","2022","Hong Kong Island & Kowloon",2022-08-01,0.0675,-38.825,-13.2257741935484,11.3962903225806,8.53916129032258,-10.0690967741935,-2.03690322580645,3740,0.0675,74,536.275,28.6290322580645
106,79,"08","2022","New Territories East",2022-08-01,0.0738461538461539,-38.825,-13.2257741935484,11.3962903225806,8.53916129032258,-10.0690967741935,-2.03690322580645,1430,0.0738461538461539,79,559.666666666667,28.4860215053763
89,52,"08","2022","New Territories West",2022-08-01,0.0475882352941176,-38.825,-13.2257741935484,11.3962903225806,8.53916129032258,-10.0690967741935,-2.03690322580645,1870,0.0475882352941176,52,423.75,28.2412903225806
